,seqname,source,feature,start,end,score,strand,frame,ID,Dbxref,Is_circular,Name,gbkey,genome,mol_type,strain,sub-species,gene,gene_biotype,locus_tag,Parent,product,protein_id,transl_table,Note,description,mobile_element_type,gene_synonym
138,CP006706.1,Genbank,CDS,80199,81455,,+,0,cds-AGU53947.1,NCBI_GP:AGU53947.1,,AGU53947.1,CDS,,,,,,,RSAU_000073,gene-RSAU_000073,drug transporter%2C putative,AGU53947.1,11,,,,
139,CP006706.1,Genbank,gene,81445,83181,,+,,gene-RSAU_000074,,,RSAU_000074,Gene,,,,,,protein_coding,RSAU_000074,,,,,,,,
140,CP006706.1,Genbank,CDS,81445,83181,,+,0,cds-AGU53948.1,NCBI_GP:AGU53948.1,,AGU53948.1,CDS,,,,,,,RSAU_000074,gene-RSAU_000074,putative siderophore biosynthesis protein%2C IucA/lucC family,AGU53948.1,11,,,,
141,CP006706.1,Genbank,gene,83162,84940,,+,,gene-RSAU_000075,,,RSAU_000075,Gene,,,,,,protein_coding,RSAU_000075,,,,,,,,
142,CP006706.1,Genbank,CDS,83162,84940,,+,0,cds-AGU53949.1,NCBI_GP:AGU53949.1,,AGU53949.1,CDS,,,,,,,RSAU_000075,gene-RSAU_000075,putative siderophore biosynthesis protein%2C IucC family,AGU53949.1,11,,,,
143,CP006706.1,Genbank,gene,84915,85691,,+,,gene-RSAU_000076,,,RSAU_000076,Gene,,,,,,protein_coding,RSAU_000076,,,,,,,,
144,CP006706.1,Genbank,CDS,84915,85691,,+,0,cds-AGU53950.1,NCBI_GP:AGU53950.1,,AGU53950.1,CDS,,,,,,,RSAU_000076,gene-RSAU_000076,putative HPCH-HPAI aldolase family protein,AGU53950.1,11,,,,
145,CP006706.1,Genbank,gene,85691,86893,,+,,gene-RSAU_000077,,,RSAU_000077,Gene,,,,,,protein_coding,RSAU_000077,,,,,,,,
146,CP006706.1,Genbank,CDS,85691,86893,,+,0,cds-AGU53951.1,NCBI_GP:AGU53951.1,,AGU53951.1,CDS,,,,,,,RSAU_000077,gene-RSAU_000077,putative diaminopimelate decarboxylase protein,AGU53951.1,11,,,,
147,CP006706.1,Genbank,gene,86897,87661,,+,,gene-RSAU_000078,,,RSAU_000078,Gene,,,,,,protein_coding,RSAU_000078,,,,,,,,
148,CP006706.1,Genbank,CDS,86897,87661,,+,0,cds-AGU53952.1,NCBI_GP:AGU53952.1,,AGU53952.1,CDS,,,,,,,RSAU_000078,gene-RSAU_000078,hypothetical protein,AGU53952.1,11,,,,
149,CP006706.1,Genbank,gene,87856,88284,,+,,gene-RSAU_000079,,,RSAU_000079,Gene,,,,,,protein_coding,RSAU_000079,,,,,,,,
150,CP006706.1,Genbank,CDS,87856,88284,,+,0,cds-AGU53953.1,NCBI_GP:AGU53953.1,,AGU53953.1,CDS,,,,,,,RSAU_000079,gene-RSAU_000079,hypothetical protein,AGU53953.1,11,,,,
151,CP006706.1,Genbank,gene,88334,89128,,+,,gene-RSAU_000080,,,RSAU_000080,Gene,,,,,,protein_coding,RSAU_000080,,,,,,,,
152,CP006706.1,Genbank,CDS,88334,89128,,+,0,cds-AGU53954.1,NCBI_GP:AGU53954.1,,AGU53954.1,CDS,,,,,,,RSAU_000080,gene-RSAU_000080,hypothetical protein,AGU53954.1,11,,,,
153,CP006706.1,Genbank,gene,89340,90116,,+,,gene-RSAU_000081,,,butA,Gene,,,,,butA,protein_coding,RSAU_000081,,,,,,,,
154,CP006706.1,Genbank,CDS,89340,90116,,+,0,cds-AGU53955.1,NCBI_GP:AGU53955.1,,AGU53955.1,CDS,,,,,butA,,RSAU_000081,gene-RSAU_000081,acetoin reductase%2C putative,AGU53955.1,11,,,,
155,CP006706.1,Genbank,gene,90461,91432,,+,,gene-RSAU_000082,,,RSAU_000082,Gene,,,,,,protein_coding,RSAU_000082,,,,,,,,
156,CP006706.1,Genbank,CDS,90461,91432,,+,0,cds-AGU53956.1,NCBI_GP:AGU53956.1,,AGU53956.1,CDS,,,,,,,RSAU_000082,gene-RSAU_000082,UDP-glucose 4-epimerase%2C putative,AGU53956.1,11,,,,
157,CP006706.1,Genbank,gene,91395,92087,,+,,gene-RSAU_000083,,,capM2,Gene,,,,,capM2,protein_coding,RSAU_000083,,,,,,,,
158,CP006706.1,Genbank,CDS,91395,92087,,+,0,cds-AGU53957.1,NCBI_GP:AGU53957.1,,AGU53957.1,CDS,,,,,capM2,,RSAU_000083,gene-RSAU_000083,capsular polysaccharide biosynthesis glycosyltransferase%2C putative,AGU53957.1,11,,,,
159,CP006706.1,Genbank,gene,92297,93463,,+,,gene-RSAU_000084,,,capH2,Gene,,,,,capH2,protein_coding,RSAU_000084,,,,,,,,
160,CP006706.1,Genbank,CDS,92297,93463,,+,0,cds-AGU53958.1,NCBI_GP:AGU53958.1,,AGU53958.1,CDS,,,,,capH2,,RSAU_000084,gene-RSAU_000084,capsular glycosyltransferase%2C putative,AGU53958.1,11,,,,
161,CP006706.1,Genbank,gene,93444,94682,,+,,gene-RSAU_000085,,,RSAU_000085,Gene,,,,,,protein_coding,RSAU_000085,,,,,,,,
162,CP006706.1,Genbank,CDS,93444,94682,,+,0,cds-AGU53959.1,NCBI_GP:AGU53959.1,,AGU53959.1,CDS,,,,,,,RSAU_000085,gene-RSAU_000085,capsular biosynthesis protein%2C putative,AGU53959.1,11,,,,
163,CP006706.1,Genbank,gene,94672,96102,,+,,gene-RSAU_000086,,,RSAU_000086,Gene,,,,,,protein_coding,RSAU_000086,,,,,,,,
164,CP006706.1,Genbank,CDS,94672,96102,,+,0,cds-AGU53960.1,NCBI_GP:AGU53960.1,,AGU53960.1,CDS,,,,,,,RSAU_000086,gene-RSAU_000086,lipopolysaccharide flippase%2C putative,AGU53960.1,11,,,,
165,CP006706.1,Genbank,gene,96370,96969,,+,,gene-RSAU_000087,,,sodA,Gene,,,,,sodA,protein_coding,RSAU_000087,,,,,,,,
166,CP006706.1,Genbank,CDS,96370,96969,,+,0,cds-AGU53961.1,NCBI_GP:AGU53961.1,,AGU53961.1,CDS,,,,,sodA,,RSAU_000087,gene-RSAU_000087,superoxide dismutase%2C putative,AGU53961.1,11,,,,
167,CP006706.1,Genbank,gene,97338,98063,,+,,gene-RSAU_000088,,,sasD,Gene,,,,,sasD,protein_coding,RSAU_000088,,,,,,,,
168,CP006706.1,Genbank,CDS,97338,98063,,+,0,cds-AGU53962.1,NCBI_GP:AGU53962.1,,AGU53962.1,CDS,,,,,sasD,,RSAU_000088,gene-RSAU_000088,cell wall-anchored protein SasD%2C putative,AGU53962.1,11,,,,
169,CP006706.1,Genbank,gene,98254,99009,,-,,gene-RSAU_000089,,,RSAU_000089,Gene,,,,,,protein_coding,RSAU_000089,,,,,,,,
170,CP006706.1,Genbank,CDS,98254,99009,,-,0,cds-AGU53963.1,NCBI_GP:AGU53963.1,,AGU53963.1,CDS,,,,,,,RSAU_000089,gene-RSAU_000089,GntR family transcriptional regulator protein,AGU53963.1,11,,,,
171,CP006706.1,Genbank,gene,99245,99952,,+,,gene-RSAU_000090,,,deoD1,Gene,,,,,deoD1,protein_coding,RSAU_000090,,,,,,,,
172,CP006706.1,Genbank,CDS,99245,99952,,+,0,cds-AGU53964.1,NCBI_GP:AGU53964.1,,AGU53964.1,CDS,,,,,deoD1,,RSAU_000090,gene-RSAU_000090,purine nucleoside phosphorylase%2C putative,AGU53964.1,11,,,,
173,CP006706.1,Genbank,gene,99959,101311,,+,,gene-RSAU_000091,,,RSAU_000091,Gene,,,,,,protein_coding,RSAU_000091,,,,,,,,
174,CP006706.1,Genbank,CDS,99959,101311,,+,0,cds-AGU53965.1,NCBI_GP:AGU53965.1,,AGU53965.1,CDS,,,,,,,RSAU_000091,gene-RSAU_000091,tetracycline resistance protein%2C putative,AGU53965.1,11,,,,
175,CP006706.1,Genbank,gene,101392,102054,,+,,gene-RSAU_000092,,,deoC1,Gene,,,,,deoC1,protein_coding,RSAU_000092,,,,,,,,
176,CP006706.1,Genbank,CDS,101392,102054,,+,0,cds-AGU53966.1,NCBI_GP:AGU53966.1,,AGU53966.1,CDS,,,,,deoC1,,RSAU_000092,gene-RSAU_000092,deoxyribose-phosphate aldolase%2C putative,AGU53966.1,11,,,,
177,CP006706.1,Genbank,gene,102082,103260,,+,,gene-RSAU_000093,,,deoB,Gene,,,,,deoB,protein_coding,RSAU_000093,,,,,,,,
178,CP006706.1,Genbank,CDS,102082,103260,,+,0,cds-AGU53967.1,NCBI_GP:AGU53967.1,,AGU53967.1,CDS,,,,,deoB,,RSAU_000093,gene-RSAU_000093,phosphopentomutase%2C putative,AGU53967.1,11,,,,
179,CP006706.1,Genbank,gene,103391,104206,,-,,gene-RSAU_000094,,,phnE,Gene,,,,,phnE,protein_coding,RSAU_000094,,,,,,,,
180,CP006706.1,Genbank,CDS,103391,104206,,-,0,cds-AGU53968.1,NCBI_GP:AGU53968.1,,AGU53968.1,CDS,,,,,phnE,,RSAU_000094,gene-RSAU_000094,phosphonate ABC transporter%2C permease protein,AGU53968.1,11,,,,
181,CP006706.1,Genbank,gene,104203,105003,,-,,gene-RSAU_000095,,,phnE2,Gene,,,,,phnE2,protein_coding,RSAU_000095,,,,,,,,
182,CP006706.1,Genbank,CDS,104203,105003,,-,0,cds-AGU53969.1,NCBI_GP:AGU53969.1,,AGU53969.1,CDS,,,,,phnE2,,RSAU_000095,gene-RSAU_000095,phosphonate ABC transporter%2C permease protein,AGU53969.1,11,,,,
183,CP006706.1,Genbank,gene,105005,105778,,-,,gene-RSAU_000096,,,phnC,Gene,,,,,phnC,protein_coding,RSAU_000096,,,,,,,,
184,CP006706.1,Genbank,CDS,105005,105778,,-,0,cds-AGU53970.1,NCBI_GP:AGU53970.1,,AGU53970.1,CDS,,,,,phnC,,RSAU_000096,gene-RSAU_000096,phosphonate ABC transporter%2C ATP-binding protein,AGU53970.1,11,,,,
185,CP006706.1,Genbank,gene,105992,106948,,-,,gene-RSAU_000097,,,RSAU_000097,Gene,,,,,,protein_coding,RSAU_000097,,,,,,,,
186,CP006706.1,Genbank,CDS,105992,106948,,-,0,cds-AGU53971.1,NCBI_GP:AGU53971.1,,AGU53971.1,CDS,,,,,,,RSAU_000097,gene-RSAU_000097,phosphonate ABC transporter%2C substrate-binding protein%2C putative,AGU53971.1,11,,,,
187,CP006706.1,Genbank,gene,107177,108721,,+,,gene-RSAU_000098,,,RSAU_000098,Gene,,,,,,protein_coding,RSAU_000098,,,,,,,,
188,CP006706.1,Genbank,CDS,107177,108721,,+,0,cds-AGU53972.1,NCBI_GP:AGU53972.1,,AGU53972.1,CDS,,,,,,,RSAU_000098,gene-RSAU_000098,hypothetical protein,AGU53972.1,11,,,,
189,CP006706.1,Genbank,gene,108772,110307,,+,,gene-RSAU_000099,,,cpdB,Gene,,,,,cpdB,protein_coding,RSAU_000099,,,,,,,,
190,CP006706.1,Genbank,CDS,108772,110307,,+,0,cds-AGU53973.1,NCBI_GP:AGU53973.1,,AGU53973.1,CDS,,,,,cpdB,,RSAU_000099,gene-RSAU_000099,2%2C3-cyclic-nucleotide 2-phosphodiesterase%2C putative,AGU53973.1,11,,,,
191,CP006706.1,Genbank,gene,110464,111231,,+,,gene-RSAU_000100,,,RSAU_000100,Gene,,,,,,protein_coding,RSAU_000100,,,,,,,,
192,CP006706.1,Genbank,CDS,110464,111231,,+,0,cds-AGU53974.1,NCBI_GP:AGU53974.1,,AGU53974.1,CDS,,,,,,,RSAU_000100,gene-RSAU_000100,hypothetical protein,AGU53974.1,11,,,,
193,CP006706.1,Genbank,gene,111237,112412,,+,,gene-RSAU_000101,,,RSAU_000101,Gene,,,,,,protein_coding,RSAU_000101,,,,,,,,
194,CP006706.1,Genbank,CDS,111237,112412,,+,0,cds-AGU53975.1,NCBI_GP:AGU53975.1,,AGU53975.1,CDS,,,,,,,RSAU_000101,gene-RSAU_000101,putative transcriptional regulator,AGU53975.1,11,,,,
195,CP006706.1,Genbank,gene,112799,115408,,+,,gene-RSAU_000102,,,adhE,Gene,,,,,adhE,protein_coding,RSAU_000102,,,,,,,,
196,CP006706.1,Genbank,CDS,112799,115408,,+,0,cds-AGU53976.1,NCBI_GP:AGU53976.1,,AGU53976.1,CDS,,,,,adhE,,RSAU_000102,gene-RSAU_000102,alcohol dehydrogenase%2C iron-containing,AGU53976.1,11,,,,
197,CP006706.1,Genbank,gene,115803,116420,,+,,gene-RSAU_000103,,,capA1,Gene,,,,,capA1,protein_coding,RSAU_000103,,,,,,,,
198,CP006706.1,Genbank,CDS,115803,116420,,+,0,cds-AGU53977.1,NCBI_GP:AGU53977.1,,AGU53977.1,CDS,,,,,capA1,,RSAU_000103,gene-RSAU_000103,capsular polysaccharide synthesis enzyme CapA,AGU53977.1,11,,,,
199,CP006706.1,Genbank,gene,116436,117122,,+,,gene-RSAU_000104,,,capB1,Gene,,,,,capB1,protein_coding,RSAU_000104,,,,,,,,
200,CP006706.1,Genbank,CDS,116436,117122,,+,0,cds-AGU53978.1,NCBI_GP:AGU53978.1,,AGU53978.1,CDS,,,,,capB1,,RSAU_000104,gene-RSAU_000104,capsular polysaccharide biosynthesis protein CapB,AGU53978.1,11,,,,
201,CP006706.1,Genbank,gene,117125,117889,,+,,gene-RSAU_000105,,,capC1,Gene,,,,,capC1,protein_coding,RSAU_000105,,,,,,,,
202,CP006706.1,Genbank,CDS,117125,117889,,+,0,cds-AGU53979.1,NCBI_GP:AGU53979.1,,AGU53979.1,CDS,,,,,capC1,,RSAU_000105,gene-RSAU_000105,capsular polysaccharide biosynthesis protein CapC,AGU53979.1,11,,,,
203,CP006706.1,Genbank,gene,117897,119732,,+,,gene-RSAU_000106,,,capD,Gene,,,,,capD,protein_coding,RSAU_000106,,,,,,,,
204,CP006706.1,Genbank,CDS,117897,119732,,+,0,cds-AGU53980.1,NCBI_GP:AGU53980.1,,AGU53980.1,CDS,,,,,capD,,RSAU_000106,gene-RSAU_000106,capsular polysaccharide synthesis enzyme CapD,AGU53980.1,11,,,,
205,CP006706.1,Genbank,gene,119722,120750,,+,,gene-RSAU_000107,,,capE,Gene,,,,,capE,protein_coding,RSAU_000107,,,,,,,,
206,CP006706.1,Genbank,CDS,119722,120750,,+,0,cds-AGU53981.1,NCBI_GP:AGU53981.1,,AGU53981.1,CDS,,,,,capE,,RSAU_000107,gene-RSAU_000107,capsular polysaccharide synthesis enzyme CapE%2C putative,AGU53981.1,11,,,,
207,CP006706.1,Genbank,gene,120763,121872,,+,,gene-RSAU_000108,,,capF,Gene,,,,,capF,protein_coding,RSAU_000108,,,,,,,,
208,CP006706.1,Genbank,CDS,120763,121872,,+,0,cds-AGU53982.1,NCBI_GP:AGU53982.1,,AGU53982.1,CDS,,,,,capF,,RSAU_000108,gene-RSAU_000108,capsular polysaccharide synthesis enzyme CapF,AGU53982.1,11,,,,
209,CP006706.1,Genbank,gene,121876,123000,,+,,gene-RSAU_000109,,,capG,Gene,,,,,capG,protein_coding,RSAU_000109,,,,,,,,
210,CP006706.1,Genbank,CDS,121876,123000,,+,0,cds-AGU53983.1,NCBI_GP:AGU53983.1,,AGU53983.1,CDS,,,,,capG,,RSAU_000109,gene-RSAU_000109,UDP-N-acetylglucosamine 2-epimerase,AGU53983.1,11,,,,
211,CP006706.1,Genbank,gene,123003,124082,,+,,gene-RSAU_000110,,,capH1,Gene,,,,,capH1,protein_coding,RSAU_000110,,,,,,,,
212,CP006706.1,Genbank,CDS,123003,124082,,+,0,cds-AGU53984.1,NCBI_GP:AGU53984.1,,AGU53984.1,CDS,,,,,capH1,,RSAU_000110,gene-RSAU_000110,capsular polysaccharide synthesis enzyme CapH,AGU53984.1,11,,,,
213,CP006706.1,Genbank,gene,124075,125469,,+,,gene-RSAU_000111,,,capI,Gene,,,,,capI,protein_coding,RSAU_000111,,,,,,,,
214,CP006706.1,Genbank,CDS,124075,125469,,+,0,cds-AGU53985.1,NCBI_GP:AGU53985.1,,AGU53985.1,CDS,,,,,capI,,RSAU_000111,gene-RSAU_000111,capsular polysaccharide synthesis enzyme CapI,AGU53985.1,11,,,,
215,CP006706.1,Genbank,gene,125466,126023,,+,,gene-RSAU_000112,,,capJ,Gene,,,,,capJ,protein_coding,RSAU_000112,,,,,,,,
216,CP006706.1,Genbank,CDS,125466,126023,,+,0,cds-AGU53986.1,NCBI_GP:AGU53986.1,,AGU53986.1,CDS,,,,,capJ,,RSAU_000112,gene-RSAU_000112,capsular polysaccharide synthesis enzyme CapJ,AGU53986.1,11,,,,
217,CP006706.1,Genbank,gene,126032,127270,,+,,gene-RSAU_000113,,,capK,Gene,,,,,capK,protein_coding,RSAU_000113,,,,,,,,
218,CP006706.1,Genbank,CDS,126032,127270,,+,0,cds-AGU53987.1,NCBI_GP:AGU53987.1,,AGU53987.1,CDS,,,,,capK,,RSAU_000113,gene-RSAU_000113,capsular polysaccharide synthesis enzyme CapK,AGU53987.1,11,,,,
219,CP006706.1,Genbank,gene,127304,128509,,+,,gene-RSAU_000114,,,capL,Gene,,,,,capL,protein_coding,RSAU_000114,,,,,,,,
220,CP006706.1,Genbank,CDS,127304,128509,,+,0,cds-AGU53988.1,NCBI_GP:AGU53988.1,,AGU53988.1,CDS,,,,,capL,,RSAU_000114,gene-RSAU_000114,capsular polysaccharide synthesis enzyme CapL,AGU53988.1,11,,,,
221,CP006706.1,Genbank,gene,128520,129077,,+,,gene-RSAU_000115,,,capM1,Gene,,,,,capM1,protein_coding,RSAU_000115,,,,,,,,
222,CP006706.1,Genbank,CDS,128520,129077,,+,0,cds-AGU53989.1,NCBI_GP:AGU53989.1,,AGU53989.1,CDS,,,,,capM1,,RSAU_000115,gene-RSAU_000115,capsular polysaccharide synthesis galactosyltransferase CapM,AGU53989.1,11,,,,
223,CP006706.1,Genbank,gene,129077,129964,,+,,gene-RSAU_000116,,,capN,Gene,,,,,capN,protein_coding,RSAU_000116,,,,,,,,
224,CP006706.1,Genbank,CDS,129077,129964,,+,0,cds-AGU53990.1,NCBI_GP:AGU53990.1,,AGU53990.1,CDS,,,,,capN,,RSAU_000116,gene-RSAU_000116,capsular polysaccharide synthesis UDP-glucose 4-epimerase CapN%2C putative,AGU53990.1,11,,,,
225,CP006706.1,Genbank,gene,130018,131280,,+,,gene-RSAU_000117,,,capO,Gene,,,,,capO,protein_coding,RSAU_000117,,,,,,,,
226,CP006706.1,Genbank,CDS,130018,131280,,+,0,cds-AGU53991.1,NCBI_GP:AGU53991.1,,AGU53991.1,CDS,,,,,capO,,RSAU_000117,gene-RSAU_000117,capsular polysaccharide synthesis UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase CapO%2C putative,AGU53991.1,11,,,,
227,CP006706.1,Genbank,gene,131357,132502,,+,,gene-RSAU_000118,,,capP,Gene,,,,,capP,protein_coding,RSAU_000118,,,,,,,,
228,CP006706.1,Genbank,CDS,131357,132502,,+,0,cds-AGU53992.1,NCBI_GP:AGU53992.1,,AGU53992.1,CDS,,,,,capP,,RSAU_000118,gene-RSAU_000118,capsular polysaccharide synthesis UDP-N-acetylglucosamine 2-epimerase CapP%2C putative,AGU53992.1,11,,,,
229,CP006706.1,Genbank,gene,132567,132893,,-,,gene-RSAU_000119,,,isdI,Gene,,,,,isdI,protein_coding,RSAU_000119,,,,,,,,
230,CP006706.1,Genbank,CDS,132567,132893,,-,0,cds-AGU53993.1,NCBI_GP:AGU53993.1,,AGU53993.1,CDS,,,,,isdI,,RSAU_000119,gene-RSAU_000119,iron-regulated surface determinant I,AGU53993.1,11,,,,
231,CP006706.1,Genbank,gene,132900,133283,,-,,gene-RSAU_000120,,,RSAU_000120,Gene,,,,,,protein_coding,RSAU_000120,,,,,,,,
232,CP006706.1,Genbank,CDS,132900,133283,,-,0,cds-AGU53994.1,NCBI_GP:AGU53994.1,,AGU53994.1,CDS,,,,,,,RSAU_000120,gene-RSAU_000120,hypothetical protein,AGU53994.1,11,,,,
233,CP006706.1,Genbank,gene,133710,135197,,+,,gene-RSAU_000121,,,aldA1,Gene,,,,,aldA1,protein_coding,RSAU_000121,,,,,,,,
234,CP006706.1,Genbank,CDS,133710,135197,,+,0,cds-AGU53995.1,NCBI_GP:AGU53995.1,,AGU53995.1,CDS,,,,,aldA1,,RSAU_000121,gene-RSAU_000121,aldehyde dehydrogenase,AGU53995.1,11,,,,
235,CP006706.1,Genbank,gene,135738,136802,,+,,gene-RSAU_000122,,,RSAU_000122,Gene,,,,,,protein_coding,RSAU_000122,,,,,,,,
236,CP006706.1,Genbank,CDS,135738,136802,,+,0,cds-AGU53996.1,NCBI_GP:AGU53996.1,,AGU53996.1,CDS,,,,,,,RSAU_000122,gene-RSAU_000122,putative cation-efflux system membrane protein similar to CzcD,AGU53996.1,11,,,,
237,CP006706.1,Genbank,gene,136863,137066,,-,,gene-RSAU_000123,,,RSAU_000123,Gene,,,,,,protein_coding,RSAU_000123,,,,,,,,
238,CP006706.1,Genbank,CDS,136863,137066,,-,0,cds-AGU53997.1,NCBI_GP:AGU53997.1,,AGU53997.1,CDS,,,,,,,RSAU_000123,gene-RSAU_000123,hypothetical protein,AGU53997.1,11,,,,
239,CP006706.1,Genbank,gene,137245,137757,,+,,gene-RSAU_000124,,,RSAU_000124,Gene,,,,,,protein_coding,RSAU_000124,,,,,,,,
240,CP006706.1,Genbank,CDS,137245,137757,,+,0,cds-AGU53998.1,NCBI_GP:AGU53998.1,,AGU53998.1,CDS,,,,,,,RSAU_000124,gene-RSAU_000124,hypothetical protein,AGU53998.1,11,,,,
241,CP006706.1,Genbank,gene,138099,138839,,+,,gene-RSAU_000125,,,RSAU_000125,Gene,,,,,,protein_coding,RSAU_000125,,,,,,,,
242,CP006706.1,Genbank,CDS,138099,138839,,+,0,cds-AGU53999.1,NCBI_GP:AGU53999.1,,AGU53999.1,CDS,,,,,,,RSAU_000125,gene-RSAU_000125,putative nitrate/nitrite system ATP-binding ABC transporter,AGU53999.1,11,,,,
243,CP006706.1,Genbank,gene,138853,139827,,+,,gene-RSAU_000126,,,RSAU_000126,Gene,,,,,,protein_coding,RSAU_000126,,,,,,,,
244,CP006706.1,Genbank,CDS,138853,139827,,+,0,cds-AGU54000.1,NCBI_GP:AGU54000.1,,AGU54000.1,CDS,,,,,,,RSAU_000126,gene-RSAU_000126,putative lipoprotein,AGU54000.1,11,,,,
245,CP006706.1,Genbank,gene,139824,140585,,+,,gene-RSAU_000127,,,RSAU_000127,Gene,,,,,,protein_coding,RSAU_000127,,,,,,,,
246,CP006706.1,Genbank,CDS,139824,140585,,+,0,cds-AGU54001.1,NCBI_GP:AGU54001.1,,AGU54001.1,CDS,,,,,,,RSAU_000127,gene-RSAU_000127,putative ABC transporter permease,AGU54001.1,11,,,,
247,CP006706.1,Genbank,gene,140595,141629,,+,,gene-RSAU_000128,,,RSAU_000128,Gene,,,,,,protein_coding,RSAU_000128,,,,,,,,
248,CP006706.1,Genbank,CDS,140595,141629,,+,0,cds-AGU54002.1,NCBI_GP:AGU54002.1,,AGU54002.1,CDS,,,,,,,RSAU_000128,gene-RSAU_000128,hypothetical protein,AGU54002.1,11,,,,
249,CP006706.1,Genbank,gene,142256,143506,,+,,gene-RSAU_000129,,,RSAU_000129,Gene,,,,,,protein_coding,RSAU_000129,,,,,,,,
250,CP006706.1,Genbank,CDS,142256,143506,,+,0,cds-AGU54003.1,NCBI_GP:AGU54003.1,,AGU54003.1,CDS,,,,,,,RSAU_000129,gene-RSAU_000129,drug transporter%2C putative,AGU54003.1,11,,,,
251,CP006706.1,Genbank,gene,143953,151128,,+,,gene-RSAU_000130,,,RSAU_000130,Gene,,,,,,protein_coding,RSAU_000130,,,,,,,,
252,CP006706.1,Genbank,CDS,143953,151128,,+,0,cds-AGU54004.1,NCBI_GP:AGU54004.1,,AGU54004.1,CDS,,,,,,,RSAU_000130,gene-RSAU_000130,non-ribosomal peptide synthetase%2C putative,AGU54004.1,11,,,,
253,CP006706.1,Genbank,gene,151141,151785,,+,,gene-RSAU_000131,,,RSAU_000131,Gene,,,,,,protein_coding,RSAU_000131,,,,,,,,
254,CP006706.1,Genbank,CDS,151141,151785,,+,0,cds-AGU54005.1,NCBI_GP:AGU54005.1,,AGU54005.1,CDS,,,,,,,RSAU_000131,gene-RSAU_000131,sfp-type 4-phosphopantetheinyl transferase family protein,AGU54005.1,11,,,,
255,CP006706.1,Genbank,gene,152116,152607,,-,,gene-RSAU_000132,,,RSAU_000132,Gene,,,,,,protein_coding,RSAU_000132,,,,,,,,
256,CP006706.1,Genbank,CDS,152116,152607,,-,0,cds-AGU54006.1,NCBI_GP:AGU54006.1,,AGU54006.1,CDS,,,,,,,RSAU_000132,gene-RSAU_000132,hypothetical protein,AGU54006.1,11,,,,
257,CP006706.1,Genbank,gene,152880,153650,,-,,gene-RSAU_000133,,,argB,Gene,,,,,argB,protein_coding,RSAU_000133,,,,,,,,
258,CP006706.1,Genbank,CDS,152880,153650,,-,0,cds-AGU54007.1,NCBI_GP:AGU54007.1,,AGU54007.1,CDS,,,,,argB,,RSAU_000133,gene-RSAU_000133,acetylglutamate kinase%2C putative,AGU54007.1,11,,,,
259,CP006706.1,Genbank,gene,153666,154907,,-,,gene-RSAU_000134,,,argJ,Gene,,,,,argJ,protein_coding,RSAU_000134,,,,,,,,
260,CP006706.1,Genbank,CDS,153666,154907,,-,0,cds-AGU54008.1,NCBI_GP:AGU54008.1,,AGU54008.1,CDS,,,,,argJ,,RSAU_000134,gene-RSAU_000134,glutamate N-acetyltransferase-amino-acid acetyltransferase,AGU54008.1,11,,,,
261,CP006706.1,Genbank,gene,154919,155953,,-,,gene-RSAU_000135,,,argC1,Gene,,,,,argC1,protein_coding,RSAU_000135,,,,,,,,
262,CP006706.1,Genbank,CDS,154919,155953,,-,0,cds-AGU54009.1,NCBI_GP:AGU54009.1,,AGU54009.1,CDS,,,,,argC1,,RSAU_000135,gene-RSAU_000135,N-acetyl-gamma-glutamyl-phosphate reductase%2C putative,AGU54009.1,11,,,,
263,CP006706.1,Genbank,gene,155989,157173,,-,,gene-RSAU_000136,,,rocD1,Gene,,,,,rocD1,protein_coding,RSAU_000136,,,,,,,,
264,CP006706.1,Genbank,CDS,155989,157173,,-,0,cds-AGU54010.1,NCBI_GP:AGU54010.1,,AGU54010.1,CDS,,,,,rocD1,,RSAU_000136,gene-RSAU_000136,ornithine aminotransferase%2C putative,AGU54010.1,11,,,,
265,CP006706.1,Genbank,gene,157422,158777,,-,,gene-RSAU_000137,,,brnQ1,Gene,,,,,brnQ1,protein_coding,RSAU_000137,,,,,,,,
266,CP006706.1,Genbank,CDS,157422,158777,,-,0,cds-AGU54011.1,NCBI_GP:AGU54011.1,,AGU54011.1,CDS,,,,,brnQ1,,RSAU_000137,gene-RSAU_000137,branched-chain amino acid transport system II carrier protein%2C putative,AGU54011.1,11,,,,
267,CP006706.1,Genbank,gene,159038,161134,,-,,gene-RSAU_000138,,,RSAU_000138,Gene,,,,,,protein_coding,RSAU_000138,,,,,,,,
268,CP006706.1,Genbank,CDS,159038,161134,,-,0,cds-AGU54012.1,NCBI_GP:AGU54012.1,,AGU54012.1,CDS,,,,,,,RSAU_000138,gene-RSAU_000138,IS1272 transposase%2C putative,AGU54012.1,11,,,,
269,CP006706.1,Genbank,gene,161200,162840,,-,,gene-RSAU_000139,,,ipdC,Gene,,,,,ipdC,protein_coding,RSAU_000139,,,,,,,,
270,CP006706.1,Genbank,CDS,161200,162840,,-,0,cds-AGU54013.1,NCBI_GP:AGU54013.1,,AGU54013.1,CDS,,,,,ipdC,,RSAU_000139,gene-RSAU_000139,indole-3-pyruvate decarboxylase%2C putative,AGU54013.1,11,,,,
271,CP006706.1,Genbank,gene,163110,165155,,-,,gene-RSAU_000140,,,glcA,Gene,,,,,glcA,protein_coding,RSAU_000140,,,,,,,,
